FC Marks;18;823;1889;455000000.0
FC Daugherty;7;152;1939;293000000.0
FC Jones;135;356;1944;847000000.0
FC Mcguire;136;202;1947;105000000.0
FC Brown;91;542;1863;107000000.0
FC Cole;58;665;1962;717000000.0
FC Martinez;36;719;1889;702000000.0
FC Jenkins;9;214;1964;909000000.0
FC Gutierrez;135;418;1869;240000000.0
FC Cisneros;163;606;2009;433000000.0
FC Sanchez;161;562;1873;710000000.0
FC Norman;185;649;1921;840000000.0
FC Quinn;180;966;1969;225000000.0
FC Cummings;126;191;2005;630000000.0
FC Yates;109;905;1914;993000000.0
FC Moyer;123;951;1914;91000000.0
FC Hayes;157;421;1880;683000000.0
FC Wright;98;423;1893;590000000.0
FC Adams;158;208;1931;43000000.0
FC Jimmy;45;477;1998;732000000.0
FC Jackson;23;565;1932;190000000.0
FC Moore;27;6;1976;607000000.0
FC Wright;58;522;1865;15000000.0
FC Savage;174;641;2002;132000000.0
FC Wright;125;460;1897;646000000.0
FC Jenkins;80;855;1871;311000000.0
FC Flores;28;841;1905;868000000.0
FC Juarez;57;549;1946;392000000.0
FC Mccarty;58;311;1902;538000000.0
FC Barajas;44;257;1870;422000000.0
FC Hernandez;125;269;1988;934000000.0
FC Cruz;191;603;2005;855000000.0
FC Thomas;31;553;1922;490000000.0
FC Smith;103;178;1909;15000000.0
FC Carter;24;767;2004;642000000.0
FC Novak;188;539;1980;912000000.0
FC Stewart;39;957;1946;386000000.0
FC Larson;108;334;1859;967000000.0
FC Harper;183;487;1965;119000000.0
FC Fox;170;548;1958;302000000.0
FC Rivera;176;981;1949;240000000.0
FC Gentry;17;458;1891;242000000.0
FC Davis;130;183;2004;193000000.0
FC Garrison;117;83;1999;472000000.0
FC Ramirez;23;231;1889;507000000.0
FC Lewis;18;645;1896;445000000.0
FC Moore;3;249;1905;846000000.0
FC Torres;108;88;1899;776000000.0
FC Savage;52;316;1870;328000000.0
FC Lowe;196;693;1949;261000000.0
FC Sparks;22;805;1854;719000000.0
FC Villa;121;464;1976;375000000.0
FC Brooks;61;800;1930;13000000.0
FC Grant;100;13;1978;721000000.0
FC Lopez;129;513;1892;116000000.0
FC Smith;119;51;1876;156000000.0
FC Clayton;20;191;1934;971000000.0
FC Lawrence;149;90;1965;888000000.0
FC Myers;121;452;1939;202000000.0
FC Gibson;148;854;1951;260000000.0
FC Willis;160;857;1862;516000000.0
FC Short;8;616;1948;897000000.0
FC Pearson;47;918;1981;974000000.0
FC Mcconnell;182;620;1883;883000000.0
FC Duncan;5;779;1874;512000000.0
FC Goodwin;33;439;1945;370000000.0
FC Miller;145;80;1952;366000000.0
FC King;117;586;1984;761000000.0
FC Ramsey;69;703;1977;371000000.0
FC Noble;129;942;1912;44000000.0
FC Jackson;184;780;1853;787000000.0
FC Waller;140;107;1983;330000000.0
FC Schmidt;159;231;2020;832000000.0
FC Murphy;152;725;1894;355000000.0
FC Cabrera;142;835;1878;99000000.0
FC Martinez;114;330;1884;258000000.0
FC Simmons;138;95;1993;539000000.0
FC Cross;57;762;2004;992000000.0
FC Rivers;114;747;2008;574000000.0
FC Harrison;63;252;1881;993000000.0
FC Malone;135;863;1966;287000000.0
FC Hoffman;101;660;1984;793000000.0
FC Rogers;87;181;1883;247000000.0
FC Shelton;37;23;1885;211000000.0
FC Wiggins;129;438;2004;656000000.0
FC Allen;154;610;1884;736000000.0
FC Munoz;78;169;1962;753000000.0
FC Wilson;144;182;1876;840000000.0
FC Carlson;91;849;2003;201000000.0
FC Whitney;66;155;1950;389000000.0
FC Kaufman;143;987;1936;136000000.0
FC Lee;99;492;1860;848000000.0
FC Marquez;37;32;1970;3000000.0
FC Thomas;36;133;2004;675000000.0
FC Johnson;98;518;1900;254000000.0
FC Clay;188;41;1901;501000000.0
FC Robinson;110;371;1995;757000000.0
FC Wells;199;708;1904;541000000.0
FC Ellis;188;716;1875;590000000.0
FC Mooney;45;14;1936;863000000.0
FC Sanders;113;366;1876;448000000.0
FC Munoz;134;42;2013;476000000.0
FC Cooper;27;528;1871;845000000.0
FC Ford;95;161;2013;521000000.0
FC Sanchez;125;487;2020;784000000.0
FC Gomez;126;467;1883;796000000.0
FC Gray;167;145;1853;745000000.0
FC Harris;196;167;1892;438000000.0
FC Bailey;143;712;1865;154000000.0
FC Cook;47;2;1887;378000000.0
FC Silva;34;32;1928;707000000.0
FC Mcdonald;116;716;1909;478000000.0
FC Lee;77;713;1931;937000000.0
FC Johns;106;645;1881;337000000.0
FC Faulkner;38;92;1965;819000000.0
FC Maldonado;184;266;1913;152000000.0
FC Cortez;31;611;1985;644000000.0
FC Thomas;170;466;1929;480000000.0
FC Thompson;18;982;1927;63000000.0
FC Russell;122;99;1940;525000000.0
FC Kerr;81;265;1942;133000000.0
FC Mitchell;53;505;1858;981000000.0
FC Nash;81;989;1972;450000000.0
FC Castillo;4;494;1971;816000000.0
FC Aguirre;22;499;1994;241000000.0
FC Obrien;129;527;1909;72000000.0
FC Bennett;176;720;1890;547000000.0
FC Fletcher;135;55;1931;661000000.0
FC Juan;82;821;1937;565000000.0
FC Kirby;16;756;1850;974000000.0
FC Hicks;169;640;1957;210000000.0
FC Thomas;107;156;1900;155000000.0
FC Roman;134;36;1973;497000000.0
FC Ward;183;394;1894;331000000.0
FC Schwartz;181;993;1878;4000000.0
FC Robinson;141;865;1864;458000000.0
FC Russell;193;764;1946;234000000.0
FC Conrad;28;494;1969;586000000.0
FC Casey;117;918;1883;142000000.0
FC Bennett;21;402;2001;135000000.0
FC Peck;154;502;1915;739000000.0
FC Ellis;26;260;1943;523000000.0
FC Smith;41;689;2006;399000000.0
FC Patterson;70;810;1977;871000000.0
FC Holmes;124;184;1919;860000000.0
FC Becker;22;831;1935;34000000.0
FC Gardner;66;661;2002;15000000.0
FC Jones;181;369;2020;631000000.0
FC Moore;56;234;1912;186000000.0
FC Marsh;36;733;1909;588000000.0
FC Rose;19;58;1918;613000000.0
FC Bentley;9;859;1938;929000000.0
FC Ray;63;934;2014;698000000.0
FC Bryant;82;736;1890;330000000.0
FC Pratt;35;313;1957;938000000.0
FC Davis;29;516;2010;459000000.0
FC Rojas;145;430;1959;143000000.0
FC Friedman;24;692;1975;76000000.0
FC Williams;65;519;1917;26000000.0
FC Gutierrez;23;781;1996;284000000.0
FC Sanchez;36;443;2018;203000000.0
FC Peterson;116;550;1925;399000000.0
FC Holt;197;27;1965;593000000.0
FC Briggs;45;132;2001;422000000.0
FC Nelson;195;615;1931;653000000.0
FC Bryan;25;360;1917;735000000.0
FC Gonzalez;144;247;1889;56000000.0
FC Morton;143;297;2003;465000000.0
FC Reyes;34;480;1902;876000000.0
FC Ward;102;467;1928;633000000.0
FC Hunt;44;191;1974;54000000.0
FC Underwood;135;373;2008;477000000.0
FC Mcdaniel;119;984;1942;905000000.0
FC Edwards;131;88;1876;704000000.0
FC Blackwell;111;382;1975;17000000.0
FC Ferguson;8;128;1864;362000000.0
FC Brown;199;547;1863;846000000.0
FC Lewis;192;86;2010;38000000.0
FC Gonzalez;122;594;1926;500000000.0
FC Weaver;6;520;1893;291000000.0
FC Parsons;128;930;2022;58000000.0
FC Gibson;42;580;1864;487000000.0
FC Cook;62;539;1875;530000000.0
FC Donovan;180;35;1908;425000000.0
FC Henderson;73;887;2014;327000000.0
FC Bender;156;785;2009;506000000.0
FC Baxter;185;428;1852;344000000.0
FC Smith;95;134;1866;753000000.0
FC Madden;146;806;1961;332000000.0
FC Wright;30;526;1957;136000000.0
FC Jackson;75;815;1952;343000000.0
FC Montes;175;193;1997;332000000.0
FC Choi;55;333;1888;73000000.0
FC Watkins;141;924;2000;919000000.0
FC Fuller;143;764;1994;381000000.0
FC Butler;148;701;1971;94000000.0
FC Davis;53;7;1972;50000000.0
FC Craig;197;870;1911;239000000.0
FC Jordan;159;208;1858;381000000.0
FC Ho;76;281;1959;928000000.0
FC Johnson;160;680;1972;836000000.0
FC Olsen;116;827;1869;358000000.0
FC Hill;89;327;1862;507000000.0
FC Herman;194;135;1897;992000000.0
FC Johnson;115;294;1949;685000000.0
FC Murray;24;366;2003;728000000.0
FC Leach;178;725;1890;378000000.0
FC Pearson;73;711;1919;602000000.0
FC Eaton;81;186;1897;363000000.0
FC Richmond;184;754;1915;990000000.0
FC Wood;159;639;1986;44000000.0
FC Davis;77;383;2020;149000000.0
FC Green;177;581;1935;525000000.0
FC Fletcher;46;553;1945;221000000.0
FC James;77;647;1928;911000000.0
FC Frost;138;36;1983;605000000.0
FC Ward;108;68;1856;735000000.0
FC Young;119;901;1910;157000000.0
FC Riddle;93;479;1984;41000000.0
FC Lamb;1;999;2012;794000000.0
FC Maddox;17;567;1894;7000000.0
FC Larsen;169;133;1999;329000000.0
FC Nelson;46;800;1887;954000000.0
FC Smith;83;681;1981;962000000.0
FC Miller;49;739;1924;639000000.0
FC Macdonald;179;246;1866;586000000.0
FC Nguyen;149;721;1980;222000000.0
FC Mercer;192;278;2015;642000000.0
FC Martin;189;600;1878;420000000.0
FC Martin;37;678;1994;270000000.0
FC Watson;72;194;1945;187000000.0
FC Castaneda;84;728;1967;587000000.0
FC Page;110;761;2015;11000000.0
FC Estrada;185;680;1986;274000000.0
FC Blair;139;994;1927;834000000.0
FC Christensen;151;751;2008;637000000.0
FC Lee;23;599;1905;345000000.0
FC Carr;89;894;1979;364000000.0
FC Johnson;22;82;1886;775000000.0
FC Robles;109;151;1967;52000000.0
FC Brown;24;879;1971;564000000.0
FC Dennis;117;840;1992;852000000.0
FC Torres;142;172;1909;84000000.0
FC Foster;84;194;1989;243000000.0
FC Cooley;88;274;2020;115000000.0
FC Lee;180;28;1877;346000000.0
FC Andrews;166;371;1999;640000000.0
FC Patterson;195;567;1892;939000000.0
FC Conway;3;38;1986;450000000.0
FC Herman;130;941;1939;326000000.0
FC Miller;115;654;1963;871000000.0
FC Cooper;102;351;2020;665000000.0
FC Snyder;80;890;1887;447000000.0
FC Wilson;135;370;1932;292000000.0
FC Young;20;14;1944;208000000.0
FC Guerrero;119;101;1857;558000000.0
FC Perez;64;346;2020;768000000.0
FC French;90;495;1954;614000000.0
FC Peterson;148;337;1899;161000000.0
FC Torres;46;538;1851;181000000.0
FC Thompson;187;497;2022;76000000.0
FC Brown;85;223;1971;316000000.0
FC Yates;100;157;1930;334000000.0
FC Young;4;828;1961;100000000.0
FC Young;119;127;1908;702000000.0
FC Levy;186;539;1933;916000000.0
FC Mcfarland;94;789;1978;808000000.0
FC Marshall;162;723;1992;284000000.0
FC Fisher;88;505;1947;355000000.0
FC Carter;141;992;1872;185000000.0
FC Ortiz;112;965;1898;110000000.0
FC Duncan;185;33;1917;415000000.0
FC Vanessa;77;235;2005;879000000.0
FC Elliott;181;574;1978;223000000.0
FC Cox;166;227;1990;800000000.0
FC Jensen;62;62;1911;687000000.0
FC Barnes;70;714;1885;112000000.0
FC Gonzalez;151;949;1905;643000000.0
FC Cordova;68;184;1884;489000000.0
FC Douglas;124;281;1865;733000000.0
FC Gibson;170;763;1938;123000000.0
FC Leonard;46;776;2009;652000000.0
FC Jimenez;196;746;1889;201000000.0
FC Jordan;2;610;2007;861000000.0
FC Dennis;131;84;1929;385000000.0
FC Martinez;134;659;1930;281000000.0
FC Proctor;65;768;1881;180000000.0
FC Schmitt;5;213;1863;963000000.0
FC Zamora;1;905;1985;808000000.0
FC Wolf;37;63;1883;723000000.0
